Pets,Does your household have dogs or cats?,1 =  dog/dogs ; 2 =  cat/cats ; 3 =  both ; 4 =  neither ,,,"Pet questions developed by researchers in Hannes Lohi's group at Folkhälsan Research Center: MSc Milla Salonen, PhD Jenni Puurunen, MSc Emma Hakanen and MSc Salla Mikkola. Only the question about exercising with the dog has been used in their dog behaviour questionnaire, the old version of which has been published in this article: https://www.nature.com/articles/s41598-020-59837-z ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"How well do the following two statements describe you and your pet/pets. If you have several pets, answer the first statement regarding all pets and the second statement regarding your closest pet. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I spend most of my free time with my pet,"1 =  strongly agree ; 2 =  somewhat agree ; 3 =  neither agree nor disagree ; 4 =  somewhat disagree ; 5 =  strongly disagree; 0 = replied 4 on question ""Does your household have dogs or cats?""",,Pop up question for those who answer 1-3 in previous question (=the first pet question),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"When I have a difficult time, my pet gives me support","1 =  strongly agree ; 2 =  somewhat agree ; 3 =  neither agree nor disagree ; 4 =  somewhat disagree ; 5 =  strongly disagree; 0 = replied 4 on question ""Does your household have dogs or cats?""",,Pop up question for those who answer 1-3 in the first pet question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,How much do you exercise with your dog daily on average? ,"1 =  less than 30 minutes ; 2 =  30 minutes – 1 hour ; 3 =  1-2 hours ; 4 =  2-3 hours ; 5 =  3 hours or more; 0 = replied 2 or 4 on question ""Does your household have dogs or cats?""",,Pop up question for those who answer 1 or 3 in the first pet question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Does your pet/one of your pets have a serious chronic disease (for example, epilepsy or renal failure)?","1 =  no ; 2 =  yes ; 3 =  I don't know; 0 = replied 4 on question ""Does your household have dogs or cats?""",,Pop up question for those who answer 1-3 in the first pet question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Do you feel that your pet/one of your pets have problematic behavior (for example, separation anxiety or fearfulness)?","1 =  no problematic behavior ; 2 =  mild problematic behavior ; 3 =  moderate problematic behavior ; 4 =  severe problematic behavior; 0 = replied 4 on question ""Does your household have dogs or cats?""",,Pop up question for those who answer 1-3 in the first pet question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,You can give feedback about the questions,text; -88 = filled in the questionnaire before 26.1.2021 when this question was not included; 0 = filled in the questionnaire after 26.1.2021 but did not give any feedback,,Open question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,"Date when answering the questionnaire, section 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments,Comments if answers have been modified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep,"On average, how many hours per night do you sleep on week days? Answer with an accuracy of half an hour, e.g. 1 or 1.5 ",,,Open question,"Our own question, a new format as open question",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"On average, how many hours per night do you sleep on weekends? Answer with an accuracy of half an hour, e.g. 1 or 1.5 ",,,Open question,"Our own question, a new format as open question",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Has the amount of sleep on week days due to the corona epidemic ,1 = increased ; 2 = decreased ; 3 = stayed the same; -88 = filled in the questionnaire before 26.1.2021 when this question was not included,,"Different wording in batches 3-4, spring 2021: Has the amount of sleep on week days during the corona epidemic ",Our own corona question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Has the amount of sleep on weekends due to the corona epidemic ,1 = increased ; 2 = decreased ; 3 = stayed the same; -88 = filled in the questionnaire before 26.1.2021 when this question was not included,,"Different wording in batches 3-4, spring 2021: Has the amount of sleep on weekends during the corona epidemic ",Our own corona question,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insomnia,"For each question, please choose the option that best describes your sleep during LAST MONTH. Please rate the SEVERITY of your insomnia problems in the first three questions.  ",,,,Insomnia Severity Index (ISI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Difficulty falling asleep,0 = None ; 1 = Mild ; 2 = Moderate ; 3 = Severe ; 4 = Very severe,,,"Morin CM, Belleville G, Bélanger L, Ivers H. The Insomnia Severity Index: psychometric indicators to detect insomnia cases and evaluate treatment response. Sleep 2011;34:601-8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Difficulty staying asleep,0 = None ; 1 = Mild ; 2 = Moderate ; 3 = Severe ; 4 = Very severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Problem waking up too early,0 = None ; 1 = Mild ; 2 = Moderate ; 3 = Severe ; 4 = Very severe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,How SATISFIED/dissatisfied are you with your current sleep pattern? ,0 = Very satisfied ; 1 = Satisfied ; 2 = Neutral ; 3 = Dissatisfied ; 4 = Very dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"To what extent do you consider your sleep problem to INTERFERE with your daily functioning (e.g. daytime fatigue, ability to function at work/daily chores, concentration, memory, mood, etc.)",0 = Not at all interfering ; 1 = A little ; 2 = Somewhat ; 3 = Much ; 4 = Very much interfering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,How NOTICEABLE to others do you think your sleeping problem is in terms of impairing the quality of your life?  ,0 = Not at all noticeable  ; 1 = Barely ; 2 = Somewhat ; 3 = Much ; 4 = Very much noticeable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,How WORRIED/distressed are you about your current sleep problem? ,0 = Not at all ; 1 = A little ; 2 = Somewhat ; 3 = Much ; 4 = Very much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General psychiatric symptoms,"In the previous week, how much were you bothered by",,,,Symptom Checklist 90 (SCL90),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Headaches,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,"Derogatis LR, Lipman RS, Covi L. SCL-90: an outpatient psychiatric rating scale--preliminary report. Psychopharmacol Bull. 1973 Jan;9(1):13-28. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nervousness or shakiness inside,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Unwanted thoughts, words, or ideas that won’t leave your mind",0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faintness or dizziness,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Loss of sexual interest or pleasure,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling critical of others,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The idea that someone else can control your thoughts,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling others are to blame for most of your troubles,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trouble remembering things,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Worried about sloppiness or carelessness,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling easily annoyed or irritated,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pains in heart or chest,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling afraid in open spaces or on the streets,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling low in energy or slowed down,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Thoughts of ending your life,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hearing voices that other people do not hear,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trembling,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling that most people cannot be trusted,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Poor appetite,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crying easily,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling shy or uneasy with the opposite sex,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling of being trapped or caught,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Suddenly scared for no reason,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Temper outbursts that you could not control,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling afraid to go out of your house alone,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blaming yourself for things,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pains in lower back,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling blocked in getting things done,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling lonely,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling blue,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Worrying too much about things,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling no interest in things,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling fearful,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Your feelings being easily hurt,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other people being aware of your private thoughts,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling others do not understand you or are unsympathetic,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling that people are unfriendly or dislike you,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Having to do things very slowly to insure correctness,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Heart pounding or racing,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nausea or upset stomach,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling inferior to others,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Soreness of your muscles,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling that you are watched or talked about by others,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trouble falling asleep,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Having to check and double-check what you do,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Difficulty making decisions,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Feeling afraid to travel on buses, subways, trains",0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Trouble getting your breath,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hot or cold spells,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Having to avoid certain things, places, or activities because they frighten you",0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Your mind going blank,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Numbness or tingling in parts of your body,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,A lump in your throat,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Feeling hopeless about the future,0 = Not at all ; 1 = A little bit ; 2 = Moderately ; 3 = Quite a bit ; 4 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
